 90.00   0.00 50000.00
 90.00   0.00   1.00
16
-2.250000e+01 -3.250000e+01 5.000000e+00 2.373672e+00 1.000000e+00
-7.500000e+00 -3.250000e+01 5.000000e+00 6.858026e+01 1.000000e+00
7.500000e+00 -3.250000e+01 5.000000e+00 6.739160e+01 1.000000e+00
2.250000e+01 -3.250000e+01 5.000000e+00 -3.137650e+00 1.000000e+00
-2.250000e+01 -1.083333e+01 5.000000e+00 6.149083e+00 1.000000e+00
-7.500000e+00 -1.083333e+01 5.000000e+00 9.797499e+01 1.000000e+00
7.500000e+00 -1.083333e+01 5.000000e+00 9.470983e+01 1.000000e+00
2.250000e+01 -1.083333e+01 5.000000e+00 -5.996740e+00 1.000000e+00
-2.250000e+01 1.083333e+01 5.000000e+00 1.895427e+00 1.000000e+00
-7.500000e+00 1.083333e+01 5.000000e+00 9.086935e+01 1.000000e+00
7.500000e+00 1.083333e+01 5.000000e+00 8.392158e+01 1.000000e+00
2.250000e+01 1.083333e+01 5.000000e+00 -1.802779e+01 1.000000e+00
-2.250000e+01 3.250000e+01 5.000000e+00 -1.018672e+01 1.000000e+00
-7.500000e+00 3.250000e+01 5.000000e+00 5.027582e+01 1.000000e+00
7.500000e+00 3.250000e+01 5.000000e+00 3.868424e+01 1.000000e+00
2.250000e+01 3.250000e+01 5.000000e+00 -4.002010e+01 1.000000e+00
